Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;acetamiprid, tebuconazole;pesticides > neonicotinoid > acetamiprid, pesticides > triazole > tebuconazole;pakistan;25-9-2018
border rejection;pesticides;pesticides;india;25-9-2018
border rejection;pesticides;pesticides;india;25-9-2018
food;aflatoxin, ochratoxin a;mycotoxin > aflatoxin, mycotoxin > ochratoxin > ochratoxin a;france;24-9-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;21-9-2018
food;aflatoxin;mycotoxin > aflatoxin;pakistan;21-9-2018
border rejection;pesticides;pesticides;brazil;20-9-2018
border rejection;pesticides;pesticides;brazil;20-9-2018
border rejection;pesticides;pesticides;india;18-9-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;18-9-2018
alert;moulds;non-pathogenic microorganisms > moulds;germany;17-9-2018
border rejection;aflatoxin;mycotoxin > aflatoxin;united states;14-9-2018
border rejection;abnormal smell, moulds;abnormal smell, non-pathogenic microorganisms > moulds;australia;14-9-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;13-9-2018
border rejection;pesticides;pesticides;pakistan;12-9-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;australia;7-9-2018
food;aflatoxin, bacillus cereus enterotoxigenic;mycotoxin > aflatoxin, pathogen > pathogenic bacteria > bacillus spp. > bacillus cereus enterotoxigenic;ghana;6-9-2018
alert;damaged packaging, pest;damaged packaging, pest;czech republic;5-9-2018
alert;damaged packaging, pest;damaged packaging, pest;czech republic;5-9-2018
alert;damaged packaging, pest;damaged packaging, pest;czech republic;5-9-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;28-8-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;28-8-2018
border rejection;hexachlorobenzene;pesticides > hexachlorobenzene;india;28-8-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;28-8-2018
border rejection;hch;chemical compound (unauthorised) > hch;india;28-8-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;24-8-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;24-8-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;24-8-2018
food;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;czech republic;22-8-2018
alert;damaged packaging, pest;damaged packaging, pest;czech republic;21-8-2018
border rejection;pesticides;pesticides;india;21-8-2018
border rejection;pesticides;pesticides;vietnam;21-8-2018
border rejection;pesticides;pesticides;india;20-8-2018
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;australia;19-8-2018
food;unauthorised genetically modified;gmo > unauthorised genetically modified;china;17-8-2018
border rejection;poor hygienic state, spoilage, unfit for human consumption;poor or insufficient controls > poor hygienic state, spoilage, poor or insufficient controls > unfit for human consumption;kenya;17-8-2018
food;unauthorised genetically modified;gmo > unauthorised genetically modified;china;17-8-2018
border rejection;moulds, abnormal smell, solidification;non-pathogenic microorganisms > moulds, abnormal smell, solidification;australia;16-8-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;16-8-2018
border rejection;pesticides;pesticides;vietnam;16-8-2018
border rejection;haloxyfop;pesticides > haloxyfop;china;16-8-2018
border rejection;aflatoxin;mycotoxin > aflatoxin;united states;16-8-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;brazil;15-8-2018
border rejection;pesticides;pesticides;vietnam;15-8-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;brazil;15-8-2018
border rejection;pesticides;pesticides;vietnam;15-8-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;peru;15-8-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;brazil;15-8-2018
border rejection;missing required nutrition information, incorrect labeling;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > incorrect labeling;nigeria;15-8-2018
border rejection;flutriafol;pesticides > flutriafol;vietnam;10-8-2018
border rejection;pirimiphos-methyl;pesticides > organophosphate > pirimiphos-methyl;chile;10-8-2018
border rejection;flutriafol;pesticides > flutriafol;vietnam;10-8-2018
border rejection;pirimiphos-methyl;pesticides > organophosphate > pirimiphos-methyl;chile;10-8-2018
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;united states;8-8-2018
border rejection;pesticides;pesticides;brazil;8-8-2018
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-8-2018
border rejection;aflatoxin;mycotoxin > aflatoxin;united states;3-8-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;3-8-2018
border rejection;pesticides;pesticides;peru;1-8-2018
alert;fumonisins;mycotoxin > fumonisins;italy;1-8-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;1-8-2018
border rejection;methamidophos;pesticides > organophosphate > methamidophos;peru;31-7-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;31-7-2018
border rejection;preservatives;adulteration (ema) > addition > preservatives;united kingdom;30-7-2018
border rejection;preservatives;adulteration (ema) > addition > preservatives;united kingdom;30-7-2018
border rejection;preservatives;adulteration (ema) > addition > preservatives;india;25-7-2018
border rejection;preservatives;adulteration (ema) > addition > preservatives;india;25-7-2018
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;25-7-2018
border rejection;chlorpyrifos, methomyl, pirimiphos-methyl;pesticides > organophosphate > chlorpyrifos, pesticides > carbamate > methomyl, pesticides > organophosphate > pirimiphos-methyl;peru;24-7-2018
border rejection;methomyl, pirimiphos-methyl, chlorpyrifos;pesticides > carbamate > methomyl, pesticides > organophosphate > pirimiphos-methyl, pesticides > organophosphate > chlorpyrifos;peru;24-7-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;peru;24-7-2018
food;aflatoxin;mycotoxin > aflatoxin;unknown origin;23-7-2018
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-7-2018
border rejection;pesticides;pesticides;india;23-7-2018
border rejection;pesticides;pesticides;india;19-7-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;brazil;19-7-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;brazil;19-7-2018
border rejection;pesticides;pesticides;india;19-7-2018
border rejection;pesticides;pesticides;india;19-7-2018
border rejection;pesticides;pesticides;india;19-7-2018
border rejection;moulds, abnormal smell, spoilage;non-pathogenic microorganisms > moulds, abnormal smell, spoilage;united states;19-7-2018
border rejection;pesticides;pesticides;india;19-7-2018
border rejection;pesticides;pesticides;india;19-7-2018
border rejection;pesticides;pesticides;india;19-7-2018
border rejection;pesticides;pesticides;india;18-7-2018
border rejection;pesticides;pesticides;india;17-7-2018
border rejection;pesticides;pesticides;india;17-7-2018
food;aflatoxin;mycotoxin > aflatoxin;germany;17-7-2018
border rejection;pesticides;pesticides;india;16-7-2018
food;foodborne outbreak;foodborne outbreak;france;16-7-2018
border rejection;pesticides;pesticides;india;16-7-2018
border rejection;pesticides;pesticides;india;16-7-2018
border rejection;pesticides;pesticides;india;13-7-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;bangladesh;12-7-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;bangladesh;12-7-2018
food;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);china;9-7-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;thailand;9-7-2018
border rejection;pesticides;pesticides;india;9-7-2018
border rejection;thiamethoxam, chlorpyrifos, tebuconazole;pesticides > neonicotinoid > thiamethoxam, pesticides > organophosphate > chlorpyrifos, pesticides > triazole > tebuconazole;india;3-7-2018
border rejection;chlorpyrifos, tebuconazole, thiamethoxam;pesticides > organophosphate > chlorpyrifos, pesticides > triazole > tebuconazole, pesticides > neonicotinoid > thiamethoxam;india;3-7-2018
border rejection;too high content of vitamin d3, unauthorised ingredient (fraud);composition > too high content of vitamin d3, unauthorised ingredient (fraud);indonesia;3-7-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;china;29-6-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;thailand;29-6-2018
border rejection;pesticides;pesticides;india;28-6-2018
border rejection;unauthorised colour, unauthorised ingredient (fraud);unauthorised colour, unauthorised ingredient (fraud);mexico;27-6-2018
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;27-6-2018
border rejection;aflatoxin;mycotoxin > aflatoxin;laos;27-6-2018
border rejection;tebuconazole, isoprothiolane;pesticides > triazole > tebuconazole, pesticides > isoprothiolane;vietnam;27-6-2018
border rejection;unauthorised colour, unauthorised ingredient (fraud);unauthorised colour, unauthorised ingredient (fraud);mexico;27-6-2018
border rejection;unauthorised colour, unauthorised ingredient (fraud);unauthorised colour, unauthorised ingredient (fraud);mexico;27-6-2018
border rejection;unauthorised colour, unauthorised ingredient (fraud);unauthorised colour, unauthorised ingredient (fraud);mexico;27-6-2018
food;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;united kingdom;27-6-2018
border rejection;unauthorised colour, unauthorised ingredient (fraud);unauthorised colour, unauthorised ingredient (fraud);mexico;27-6-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;27-6-2018
border rejection;tebuconazole, isoprothiolane;pesticides > triazole > tebuconazole, pesticides > isoprothiolane;vietnam;27-6-2018
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;27-6-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;vietnam;27-6-2018
food;unauthorised genetically modified;gmo > unauthorised genetically modified;china;25-6-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;25-6-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;25-6-2018
border rejection;pesticides;pesticides;india;25-6-2018
border rejection;pesticides;pesticides;india;25-6-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;22-6-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;22-6-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;22-6-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;22-6-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;22-6-2018
border rejection;pesticides;pesticides;india;22-6-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;22-6-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;22-6-2018
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;israel;20-6-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;19-6-2018
border rejection;pesticides;pesticides;india;18-6-2018
border rejection;pesticides;pesticides;india;18-6-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;15-6-2018
food;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;lithuania;11-6-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;11-6-2018
border rejection;tebuconazole, carbendazim, thiamethoxam, hexaconazole;pesticides > triazole > tebuconazole, pesticides > benzimidazole > carbendazim, pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > hexaconazole;india;6-6-2018
border rejection;triazophos, thiamethoxam, imidacloprid;pesticides > organophosphate > triazophos, pesticides > neonicotinoid > thiamethoxam, pesticides > neonicotinoid > imidacloprid;india;6-6-2018
border rejection;thiamethoxam, hexaconazole, isoprothiolane, tebuconazole, carbendazim;pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > hexaconazole, pesticides > isoprothiolane, pesticides > triazole > tebuconazole, pesticides > benzimidazole > carbendazim;india;6-6-2018
border rejection;thiamethoxam, imidacloprid, triazophos, isoprothiolane;pesticides > neonicotinoid > thiamethoxam, pesticides > neonicotinoid > imidacloprid, pesticides > organophosphate > triazophos, pesticides > isoprothiolane;india;6-6-2018
border rejection;thiamethoxam, isoprothiolane, triazophos, imidacloprid;pesticides > neonicotinoid > thiamethoxam, pesticides > isoprothiolane, pesticides > organophosphate > triazophos, pesticides > neonicotinoid > imidacloprid;india;6-6-2018
border rejection;tebuconazole, hexaconazole, isoprothiolane, thiamethoxam, carbendazim;pesticides > triazole > tebuconazole, pesticides > triazole > hexaconazole, pesticides > isoprothiolane, pesticides > neonicotinoid > thiamethoxam, pesticides > benzimidazole > carbendazim;india;6-6-2018
border rejection;methamidophos;pesticides > organophosphate > methamidophos;india;5-6-2018
food;scopolamine;biocontaminants > tropane alkaloids > scopolamine;argentina;5-6-2018
border rejection;methamidophos;pesticides > organophosphate > methamidophos;india;5-6-2018
border rejection;methamidophos;pesticides > organophosphate > methamidophos;india;5-6-2018
food;altered organoleptic characteristics, dead insects;altered organoleptic characteristics, insects > dead insects;myanmar;4-6-2018
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;4-6-2018
border rejection;aflatoxin;mycotoxin > aflatoxin;china;4-6-2018
border rejection;pesticides;pesticides;india;1-6-2018
border rejection;methamidophos;pesticides > organophosphate > methamidophos;india;31-5-2018
border rejection;chlorpyrifos, tebuconazole, triazophos, profenofos, isoprothiolane, thiamethoxam, carbendazim;pesticides > organophosphate > chlorpyrifos, pesticides > triazole > tebuconazole, pesticides > organophosphate > triazophos, pesticides > organophosphate > profenofos, pesticides > isoprothiolane, pesticides > neonicotinoid > thiamethoxam, pesticides > benzimidazole > carbendazim;india;31-5-2018
border rejection;chlorpyrifos, carbendazim, tebuconazole, thiamethoxam, triazophos, profenofos, isoprothiolane;pesticides > organophosphate > chlorpyrifos, pesticides > benzimidazole > carbendazim, pesticides > triazole > tebuconazole, pesticides > neonicotinoid > thiamethoxam, pesticides > organophosphate > triazophos, pesticides > organophosphate > profenofos, pesticides > isoprothiolane;india;31-5-2018
border rejection;methamidophos;pesticides > organophosphate > methamidophos;india;31-5-2018
border rejection;triazophos, chlorpyrifos, thiamethoxam, carbendazim, tebuconazole, profenofos;pesticides > organophosphate > triazophos, pesticides > organophosphate > chlorpyrifos, pesticides > neonicotinoid > thiamethoxam, pesticides > benzimidazole > carbendazim, pesticides > triazole > tebuconazole, pesticides > organophosphate > profenofos;india;31-5-2018
alert;atropine;biocontaminants > tropane alkaloids > atropine;germany;31-5-2018
border rejection;pirimiphos-methyl, chlorpyrifos, methomyl;pesticides > organophosphate > pirimiphos-methyl, pesticides > organophosphate > chlorpyrifos, pesticides > carbamate > methomyl;spain;29-5-2018
border rejection;pirimiphos-methyl, chlorpyrifos, methomyl;pesticides > organophosphate > pirimiphos-methyl, pesticides > organophosphate > chlorpyrifos, pesticides > carbamate > methomyl;peru;29-5-2018
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;ghana;29-5-2018
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;ghana;29-5-2018
border rejection;thiamethoxam, carbendazim, tebuconazole;pesticides > neonicotinoid > thiamethoxam, pesticides > benzimidazole > carbendazim, pesticides > triazole > tebuconazole;pakistan;29-5-2018
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;ghana;29-5-2018
border rejection;carbendazim, thiamethoxam, tebuconazole, isoprothiolane;pesticides > benzimidazole > carbendazim, pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > tebuconazole, pesticides > isoprothiolane;pakistan;29-5-2018
alert;chlorpyrifos-methyl;pesticides > chlorpyrifos-methyl;india;29-5-2018
border rejection;isoprothiolane, thiamethoxam, tebuconazole, carbendazim;pesticides > isoprothiolane, pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > tebuconazole, pesticides > benzimidazole > carbendazim;pakistan;29-5-2018
border rejection;clothianidin;pesticides > neonicotinoid > clothianidin;india;24-5-2018
border rejection;pesticides;pesticides;india;24-5-2018
border rejection;pesticides;pesticides;india;24-5-2018
alert;peanuts and products thereof;peanuts and products thereof;taiwan;24-5-2018
food;atropine, scopolamine;biocontaminants > tropane alkaloids > atropine, biocontaminants > tropane alkaloids > scopolamine;france;24-5-2018
border rejection;clothianidin;pesticides > neonicotinoid > clothianidin;india;24-5-2018
border rejection;pesticides;pesticides;india;24-5-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;23-5-2018
border rejection;tebuconazole, carbendazim, isoprothiolane, thiamethoxam;pesticides > triazole > tebuconazole, pesticides > benzimidazole > carbendazim, pesticides > isoprothiolane, pesticides > neonicotinoid > thiamethoxam;pakistan;23-5-2018
alert;tropane alkaloids;biocontaminants > tropane alkaloids;germany;23-5-2018
border rejection;misbranding, missing required nutrition information;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;india;23-5-2018
border rejection;aflatoxin;mycotoxin > aflatoxin;india;23-5-2018
border rejection;chlorpyrifos, propoxur;pesticides > organophosphate > chlorpyrifos, pesticides > carbamate > propoxur;india;23-5-2018
food;aflatoxin;mycotoxin > aflatoxin;pakistan;22-5-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;18-5-2018
border rejection;misbranding, allergens, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation;poland;18-5-2018
border rejection;pesticides;pesticides;india;17-5-2018
border rejection;methamidophos, composition;pesticides > organophosphate > methamidophos, composition;peru;16-5-2018
border rejection;pesticides;pesticides;india;16-5-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;16-5-2018
border rejection;aflatoxin;mycotoxin > aflatoxin;united states;16-5-2018
border rejection;pesticides;pesticides;india;16-5-2018
border rejection;pesticides;pesticides;india;16-5-2018
border rejection;pesticides;pesticides;india;16-5-2018
border rejection;pesticides;pesticides;india;15-5-2018
border rejection;pesticides;pesticides;vietnam;15-5-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;9-5-2018
border rejection;chlorpyrifos, isoprothiolane;pesticides > organophosphate > chlorpyrifos, pesticides > isoprothiolane;india;9-5-2018
border rejection;clothianidin, thiamethoxam, tebuconazole, acephate, isoprothiolane, methamidophos, carbendazim;pesticides > neonicotinoid > clothianidin, pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > tebuconazole, pesticides > organophosphate > acephate, pesticides > isoprothiolane, pesticides > organophosphate > methamidophos, pesticides > benzimidazole > carbendazim;india;9-5-2018
border rejection;chlorpyrifos, isoprothiolane;pesticides > organophosphate > chlorpyrifos, pesticides > isoprothiolane;india;9-5-2018
feed;too high content of ragweed (ambrosia spp.) seeds, unauthorised ingredient (fraud);composition > too high content of ragweed (ambrosia spp.) seeds, unauthorised ingredient (fraud);ukraine;7-5-2018
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;japan;4-5-2018
alert;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;united states;3-5-2018
border rejection;unauthorised colour, misbranding;unauthorised colour, labelling/misdescription > misbranding;mexico;3-5-2018
border rejection;unauthorised colour;unauthorised colour;mexico;3-5-2018
alert;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;united states;3-5-2018
alert;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;united states;3-5-2018
border rejection;unauthorised colour;unauthorised colour;mexico;3-5-2018
alert;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;united states;3-5-2018
alert;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;united states;3-5-2018
border rejection;unauthorised colour;unauthorised colour;mexico;3-5-2018
alert;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;united states;3-5-2018
border rejection;unauthorised colour;unauthorised colour;mexico;3-5-2018
border rejection;carbendazim, isoprothiolane;pesticides > benzimidazole > carbendazim, pesticides > isoprothiolane;india;2-5-2018
border rejection;carbendazim;pesticides > benzimidazole > carbendazim;india;2-5-2018
border rejection;carbendazim;pesticides > benzimidazole > carbendazim;india;2-5-2018
border rejection;isoprothiolane, carbendazim;pesticides > isoprothiolane, pesticides > benzimidazole > carbendazim;india;2-5-2018
border rejection;isoprothiolane, carbendazim;pesticides > isoprothiolane, pesticides > benzimidazole > carbendazim;india;2-5-2018
border rejection;isoprothiolane, carbendazim;pesticides > isoprothiolane, pesticides > benzimidazole > carbendazim;india;2-5-2018
border rejection;carbendazim, isoprothiolane;pesticides > benzimidazole > carbendazim, pesticides > isoprothiolane;india;2-5-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;1-5-2018
border rejection;pesticides;pesticides;china;26-4-2018
border rejection;pesticides;pesticides;india;26-4-2018
border rejection;pesticides;pesticides;china;26-4-2018
border rejection;unauthorised use of colour e 110 - sunset yellow fcf, unauthorised use of colour e 102 - tartrazine;unauthorised use of colour e 110 - sunset yellow fcf, unauthorised use of colour e 102 - tartrazine;mexico;26-4-2018
alert;milk and products thereof;milk and products thereof;united states;25-4-2018
food;abnormal smell;abnormal smell;myanmar;25-4-2018
border rejection;unauthorised colour;unauthorised colour;mexico;25-4-2018
border rejection;thiamethoxam, carbendazim, tebuconazole, chlorpyrifos;pesticides > neonicotinoid > thiamethoxam, pesticides > benzimidazole > carbendazim, pesticides > triazole > tebuconazole, pesticides > organophosphate > chlorpyrifos;india;24-4-2018
border rejection;isoprothiolane, carbendazim, thiamethoxam, chlorpyrifos, tebuconazole, buprofesin;pesticides > isoprothiolane, pesticides > benzimidazole > carbendazim, pesticides > neonicotinoid > thiamethoxam, pesticides > organophosphate > chlorpyrifos, pesticides > triazole > tebuconazole, pesticides > unclassified > buprofesin;india;24-4-2018
border rejection;chlorpyrifos, tebuconazole, buprofesin, isoprothiolane, thiamethoxam, carbendazim;pesticides > organophosphate > chlorpyrifos, pesticides > triazole > tebuconazole, pesticides > unclassified > buprofesin, pesticides > isoprothiolane, pesticides > neonicotinoid > thiamethoxam, pesticides > benzimidazole > carbendazim;india;24-4-2018
border rejection;buprofesin, carbendazim, tebuconazole, isoprothiolane, chlorpyrifos-methyl, thiamethoxam;pesticides > unclassified > buprofesin, pesticides > benzimidazole > carbendazim, pesticides > triazole > tebuconazole, pesticides > isoprothiolane, pesticides > chlorpyrifos-methyl, pesticides > neonicotinoid > thiamethoxam;india;24-4-2018
border rejection;carbendazim, chlorpyrifos-methyl, isoprothiolane, tebuconazole, thiamethoxam, buprofesin;pesticides > benzimidazole > carbendazim, pesticides > chlorpyrifos-methyl, pesticides > isoprothiolane, pesticides > triazole > tebuconazole, pesticides > neonicotinoid > thiamethoxam, pesticides > unclassified > buprofesin;india;24-4-2018
border rejection;pesticides;pesticides;china;24-4-2018
border rejection;pesticides;pesticides;china;24-4-2018
border rejection;carbendazim, chlorpyrifos, thiamethoxam, tebuconazole;pesticides > benzimidazole > carbendazim, pesticides > organophosphate > chlorpyrifos, pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > tebuconazole;india;24-4-2018
food;unauthorised genetically modified;gmo > unauthorised genetically modified;china;23-4-2018
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;japan;23-4-2018
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;ghana;23-4-2018
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;ghana;23-4-2018
food;unauthorised genetically modified;gmo > unauthorised genetically modified;china;20-4-2018
border rejection;thiamethoxam, carbendazim, chlorpyrifos, tebuconazole, buprofesin, triazophos, isoprothiolane;pesticides > neonicotinoid > thiamethoxam, pesticides > benzimidazole > carbendazim, pesticides > organophosphate > chlorpyrifos, pesticides > triazole > tebuconazole, pesticides > unclassified > buprofesin, pesticides > organophosphate > triazophos, pesticides > isoprothiolane;india;20-4-2018
border rejection;tebuconazole, chlorpyrifos, carbendazim, triazophos, thiamethoxam;pesticides > triazole > tebuconazole, pesticides > organophosphate > chlorpyrifos, pesticides > benzimidazole > carbendazim, pesticides > organophosphate > triazophos, pesticides > neonicotinoid > thiamethoxam;india;20-4-2018
border rejection;thiamethoxam, isoprothiolane, triazophos, buprofesin, tebuconazole, chlorpyrifos, carbendazim;pesticides > neonicotinoid > thiamethoxam, pesticides > isoprothiolane, pesticides > organophosphate > triazophos, pesticides > unclassified > buprofesin, pesticides > triazole > tebuconazole, pesticides > organophosphate > chlorpyrifos, pesticides > benzimidazole > carbendazim;india;20-4-2018
border rejection;buprofesin, carbendazim, triazophos, thiamethoxam, isoprothiolane, chlorpyrifos, tebuconazole;pesticides > unclassified > buprofesin, pesticides > benzimidazole > carbendazim, pesticides > organophosphate > triazophos, pesticides > neonicotinoid > thiamethoxam, pesticides > isoprothiolane, pesticides > organophosphate > chlorpyrifos, pesticides > triazole > tebuconazole;india;20-4-2018
food;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;19-4-2018
border rejection;pesticides;pesticides;peru;19-4-2018
border rejection;pesticides;pesticides;india;18-4-2018
border rejection;pesticides;pesticides;pakistan;16-4-2018
border rejection;pesticides;pesticides;pakistan;13-4-2018
border rejection;misbranding, missing required nutrition information, unauthorised colour, artificial colourants/synthetic dyes;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;ghana;13-4-2018
border rejection;pesticides;pesticides;india;12-4-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;12-4-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;10-4-2018
food;chlorpyrifos, profenofos;pesticides > organophosphate > chlorpyrifos, pesticides > organophosphate > profenofos;india;10-4-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;10-4-2018
border rejection;moulds, abnormal smell, deterioration;non-pathogenic microorganisms > moulds, abnormal smell, deterioration;united states;10-4-2018
border rejection;abnormal smell, moulds;abnormal smell, non-pathogenic microorganisms > moulds;australia;10-4-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;10-4-2018
border rejection;pesticides;pesticides;india;10-4-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;10-4-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;10-4-2018
food;thiamethoxam, tricyclazole;pesticides > neonicotinoid > thiamethoxam, pesticides > tricyclazole;india;9-4-2018
border rejection;isoprothiolane, carbendazim;pesticides > isoprothiolane, pesticides > benzimidazole > carbendazim;india;6-4-2018
border rejection;chlorpyrifos, carbendazim;pesticides > organophosphate > chlorpyrifos, pesticides > benzimidazole > carbendazim;india;6-4-2018
alert;abnormal smell, taste disturbance;abnormal smell, taste disturbance;czech republic;6-4-2018
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;6-4-2018
border rejection;isoprothiolane, carbendazim;pesticides > isoprothiolane, pesticides > benzimidazole > carbendazim;india;6-4-2018
border rejection;carbendazim;pesticides > benzimidazole > carbendazim;india;6-4-2018
border rejection;isoprothiolane, carbendazim;pesticides > isoprothiolane, pesticides > benzimidazole > carbendazim;india;6-4-2018
alert;too high content of tetrahydrocannabinol (thc), unauthorised ingredient (fraud);composition > too high content of tetrahydrocannabinol (thc), unauthorised ingredient (fraud);czech republic;5-4-2018
border rejection;flutriafol, chlorpyrifos;pesticides > flutriafol, pesticides > organophosphate > chlorpyrifos;ukraine;3-4-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;3-4-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;3-4-2018
border rejection;missing required nutrition information, pesticides;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, pesticides;india;29-3-2018
food;dichlorvos;pesticides > organophosphate > dichlorvos;germany;29-3-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;28-3-2018
