Incident Type;Specific Hazards;Hazard Subcategory Paths;Origins;Date
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;18-8-2005
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;16-8-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;ecuador;10-8-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;3-8-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;28-7-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;28-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;28-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;27-7-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;26-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;26-7-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;26-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;26-7-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;26-7-2005
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;26-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;26-7-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;26-7-2005
food;vibrio cholerae, vibrio cholerae non o:1/non o:139, vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae, pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139, pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;bangladesh;22-7-2005
food;vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;bangladesh;22-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;15-7-2005
food;vibrio cholerae non o:1/non o:139, vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139, pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;sweden, vietnam;13-7-2005
food;vibrio cholerae non o:1/non o:139;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139;sweden, vietnam;13-7-2005
food;vibrio parahaemolyticus, vibrio cholerae non o:1/non o:139;pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus, pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139;bangladesh;13-7-2005
food;vibrio cholerae non o:1/non o:139, vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139, pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;bangladesh;13-7-2005
food;vibrio cholerae non o:1/non o:139, salmonella newport;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139, pathogen > pathogenic bacteria > salmonella > salmonella newport;sweden, vietnam;13-7-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;13-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;12-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;1-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;1-7-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;1-7-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;30-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;30-6-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;28-6-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;25-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;22-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;21-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;21-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;21-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;20-6-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;20-6-2005
border rejection;misbranding, spoilage, unfit for human consumption;labelling/misdescription > misbranding, spoilage, poor or insufficient controls > unfit for human consumption;ecuador;14-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;13-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;13-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;13-6-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;13-6-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;3-6-2005
food;vibrio cholerae;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae;bangladesh;2-6-2005
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;31-5-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;31-5-2005
border rejection;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;china;27-5-2005
border rejection;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;china;27-5-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;25-5-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;malaysia;24-5-2005
food;vibrio alginolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio alginolyticus;bangladesh, belgium;24-5-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;23-5-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;23-5-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;23-5-2005
food;prohibited substance nitrofuran (metabolite) nitrofurazone (sem);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) nitrofurazone (sem);bangladesh;18-5-2005
food;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;18-5-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;17-5-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;malaysia;17-5-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;16-5-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;16-5-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;12-5-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;9-5-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;philippines;29-4-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;28-4-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;12-4-2005
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;11-4-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;philippines;7-4-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;4-4-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;31-3-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;24-3-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;23-3-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;22-3-2005
food;too high content of sulphite, sulphur dioxide and sulphites;sulphur dioxide and sulphites > too high content of sulphite, sulphur dioxide and sulphites;sweden;21-3-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;21-3-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;18-3-2005
food;prohibited substance nitrofuran (metabolite) nitrofurazone (sem);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) nitrofurazone (sem);bangladesh;15-3-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;14-3-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;10-3-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;10-3-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;7-3-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;1-3-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;25-2-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;25-2-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;23-2-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;16-2-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;26-1-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;20-1-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;philippines;20-1-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;19-1-2005
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;18-1-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;14-1-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;13-1-2005
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;12-1-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;12-1-2005
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;vietnam;11-1-2005
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;4-1-2005
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);venezuela;3-1-2005
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;22-12-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;18-12-2004
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;17-12-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;15-12-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;1-12-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;26-11-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;22-11-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;18-11-2004
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;11-11-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;1-11-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;29-10-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;29-10-2004
food;coagulase-positive staphylococcus;pathogen > pathogenic bacteria > staphylococcus > coagulase-positive staphylococcus;poland;29-10-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;26-10-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;26-10-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;26-10-2004
food;prohibited substance nitrofuran (metabolite) nitrofurazone (sem);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) nitrofurazone (sem);brazil;26-10-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;21-10-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;13-10-2004
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;brazil, france;12-10-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;7-10-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;7-10-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;7-10-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;5-10-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;4-10-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;28-9-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;23-9-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;21-9-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;20-9-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;18-9-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;17-9-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;15-9-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;31-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;27-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;27-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;24-8-2004
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;24-8-2004
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;24-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;20-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;17-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;13-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;12-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;12-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;12-8-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;11-8-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;10-8-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;6-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;5-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;5-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;5-8-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;4-8-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;4-8-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;30-7-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;29-7-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;vietnam;23-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;22-7-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;20-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-7-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-7-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-7-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;1-7-2004
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;28-6-2004
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;france;25-6-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;17-6-2004
food;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;16-6-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-6-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;15-6-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;14-6-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;9-6-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;9-6-2004
border rejection;missing required nutrition information, spoilage, unfit for human consumption;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, spoilage, poor or insufficient controls > unfit for human consumption;india;8-6-2004
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;8-6-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;mexico;2-6-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;21-5-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;14-5-2004
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;14-5-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-5-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;12-5-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;12-5-2004
food;vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;netherlands, suriname;10-5-2004
food;prohibited substance nitrofuran (metabolite) nitrofurazone (sem);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) nitrofurazone (sem);india;7-5-2004
food;prohibited substance chloramphenicol;residues of veterinary medicinal products > prohibited substance chloramphenicol;malaysia;7-5-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;5-5-2004
food;prohibited substance chloramphenicol;residues of veterinary medicinal products > prohibited substance chloramphenicol;malaysia;3-5-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;30-4-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;22-4-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;21-4-2004
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;20-4-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;14-4-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;14-4-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;14-4-2004
border rejection;misbranding, missing required nutrition information, spoilage, unfit for human consumption;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, spoilage, poor or insufficient controls > unfit for human consumption;india;8-4-2004
food;vibrio cholerae non o:1/non o:139, vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139, pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;vietnam;5-4-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;1-4-2004
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;peru;30-3-2004
food;vibrio cholerae non o:1/non o:139, vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139, pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;belgium, vietnam;29-3-2004
food;vibrio cholerae non o:1/non o:139;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139;belgium, vietnam;29-3-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;26-3-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;25-3-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;23-3-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;22-3-2004
food;vibrio parahaemolyticus, vibrio cholerae non o:1/non o:139;pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus, pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139;bangladesh, belgium, netherlands;18-3-2004
food;vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;brazil, netherlands;12-3-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;5-3-2004
border rejection;spoilage, unfit for human consumption, foreign bodies;spoilage, poor or insufficient controls > unfit for human consumption;myanmar;5-3-2004
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;5-3-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;4-3-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;26-2-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;26-2-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;10-2-2004
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;30-1-2004
food;vibrio cholerae non o:1/non o:139;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae non o:1/non o:139;bangladesh;28-1-2004
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-1-2004
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;12-1-2004
food;prohibited substance nitrofuran (metabolite) nitrofurazone (sem);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) nitrofurazone (sem);india;8-1-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;colombia;8-1-2004
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;31-12-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;31-12-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;31-12-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;29-12-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;malaysia;19-12-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;19-12-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;vietnam;17-12-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;5-12-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;5-12-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;1-12-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;10-11-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-11-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;29-10-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;29-10-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;27-10-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;27-10-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;21-10-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;sri lanka;17-10-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;china;15-10-2003
